"POS
NAL.","POS
DPTO","COD
ICFES",INSTITUCION,MUNICIPIO,NATURALEZA,JORNADA,EVALUADOS,PG  2022,PG 2021,"VARIACIÓN
PG",LC 2022,LC 2021,"VARIACIÓN
LC",MAT 2022,MAT 2021,"VARIACIÓN
MAT",SYC 2022,SYC 2021,"VARIACIÓN
SYC",CN 2022,CN 2021,"VARIACIÓN
CN",ING 2022,ING 2021,"VARIACIÓN
ING"
2961,165,727297,CENTRAL DE BACHILLERATO - SEDE PRINCIPAL,JAMUNDÍ,OFICIAL,ÚNICA,106,267.3,243.0,24.3,57,53.0,4.0,53,48.0,5.0,52,46.0,6.0,52,47.0,5.0,53,49.0,4.0
2962,166,629659,CENTRO DE EDUCACION EN TECNOLOGIA CENTEC,CALI,NO OFICIAL,TARDE,84,267.3,258.0,9.3,56,55.0,1.0,54,52.0,2.0,52,49.0,3.0,52,51.0,1.0,53,50.0,3.0
2971,167,636605,COLEGIO NUEVO QUIMBAYA  - SEDE PRINCIPAL,CARTAGO,NO OFICIAL,MAÑANA,8,267.3,240.0,27.3,58,53.0,5.0,55,48.0,7.0,51,44.0,7.0,49,46.0,3.0,56,52.0,4.0
2994,168,637306,LICEO JARDÍN BACHILLERATO - SEDE PRINCIPAL,PALMIRA,NO OFICIAL,MAÑANA,4,267.3,284.0,-16.7,56,59.0,-3.0,55,59.0,-4.0,51,53.0,-2.0,50,55.0,-5.0,59,61.0,-2.0
2995,169,111054,MANUEL DOLORES MONDRAGON,BOLÍVAR,OFICIAL,MAÑANA,23,267.3,275.0,-7.7,51,56.0,-5.0,60,58.0,2.0,49,53.0,-4.0,55,54.0,1.0,50,53.0,-3.0
3017,171,174433,COLEGIO SAN CAYETANO - SEDE PRINCIPAL,CALI,NO OFICIAL,COMPLETA,17,266.9,264.0,2.9,58,59.0,-1.0,52,53.0,-1.0,53,49.0,4.0,50,50.0,0.0,55,54.0,1.0
3038,172,17897,INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI,CALI,OFICIAL,MAÑANA,186,266.9,256.0,10.9,57,55.0,2.0,53,50.0,3.0,52,50.0,2.0,51,50.0,1.0,55,51.0,4.0
3056,173,89581,CENTRO DOCENTE LICEO MARISOL,CALI,NO OFICIAL,MAÑANA,83,266.5,259.0,7.5,57,55.0,2.0,53,52.0,1.0,52,50.0,2.0,53,51.0,2.0,48,49.0,-1.0
3060,174,125112,COL. DIOCESANO JUAN XXIII,CARTAGO,NO OFICIAL,MAÑANA,45,266.5,249.0,17.5,56,54.0,2.0,55,52.0,3.0,51,46.0,5.0,51,47.0,4.0,54,50.0,4.0
3062,175,167064,COLEGIO SANTA  JUANA DE ARCO,CALI,NO OFICIAL,MAÑANA,20,266.5,273.0,-6.5,55,56.0,-1.0,54,53.0,1.0,51,55.0,-4.0,53,54.0,-1.0,54,55.0,-1.0
3069,176,18689,HUMBERTO RAFFO RIVERA,PALMIRA,OFICIAL,MAÑANA,194,266.5,264.0,2.5,55,55.0,0.0,54,54.0,0.0,51,50.0,1.0,53,52.0,1.0,54,53.0,1.0
3078,177,36699,"INSTITUCIÓN EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,41,266.5,253.0,13.5,57,54.0,3.0,53,51.0,2.0,51,48.0,3.0,52,49.0,3.0,54,51.0,3.0
3079,178,735910,INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA,CALI,OFICIAL,ÚNICA,117,266.5,264.0,2.5,57,57.0,0.0,53,52.0,1.0,51,51.0,0.0,52,51.0,1.0,54,54.0,0.0
3085,179,66282,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,CALI,OFICIAL,MAÑANA,97,266.5,277.0,-10.5,57,58.0,-1.0,56,56.0,0.0,51,54.0,-3.0,50,54.0,-4.0,51,55.0,-4.0
3115,180,55699,COLEGIO LA MERCED,JAMUNDÍ,NO OFICIAL,MAÑANA,26,266.2,256.0,10.2,56,55.0,1.0,55,51.0,4.0,49,48.0,1.0,52,49.0,3.0,56,56.0,0.0
3120,181,632083,GABRIELA MISTRAL,BUENAVENTURA,NO OFICIAL,MAÑANA,5,266.2,266.0,0.2,58,59.0,-1.0,52,50.0,2.0,49,53.0,-4.0,52,51.0,1.0,59,52.0,7.0
3125,182,74765,INST MODERNO,CANDELARIA,NO OFICIAL,MAÑANA,30,266.2,238.0,28.2,56,50.0,6.0,54,48.0,6.0,52,44.0,8.0,51,48.0,3.0,53,49.0,4.0
3166,183,724880,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO -
SEDE PRINCIPAL",CALI,OFICIAL,ÚNICA,61,265.8,250.0,15.8,57,54.0,3.0,52,51.0,1.0,51,46.0,5.0,53,50.0,3.0,52,47.0,5.0
3167,184,628123,LICEO SAN ANTONIO,CALI,NO OFICIAL,MAÑANA,19,265.8,267.0,-1.2,58,56.0,2.0,52,51.0,1.0,49,52.0,-3.0,53,52.0,1.0,55,61.0,-6.0
3174,185,62489,ACADEMIA ACADEMIA SAM,TULUÁ,NO OFICIAL,MAÑANA,11,265.4,228.0,37.4,59,49.0,10.0,51,47.0,4.0,52,44.0,8.0,50,41.0,9.0,54,49.0,5.0
3206,186,18846,SEVILLA,SEVILLA,OFICIAL,MAÑANA,100,265.4,256.0,9.4,56,54.0,2.0,53,51.0,2.0,52,49.0,3.0,51,51.0,0.0,54,51.0,3.0
3218,188,53066,COLEGIO PARROQUIAL SAN JOAQUIN,CALI,NO OFICIAL,MAÑANA,173,265.0,263.0,2.0,57,56.0,1.0,51,53.0,-2.0,53,51.0,2.0,51,50.0,1.0,53,53.0,0.0
3235,189,17038,INSTITUCION EDUCATIVA JOAQUIN DE CAYZEDO Y CUERO,CALI,OFICIAL,MAÑANA,78,265.0,242.0,23.0,57,53.0,4.0,52,47.0,5.0,51,46.0,5.0,52,47.0,5.0,53,50.0,3.0
3236,190,659573,INSTITUCION EDUCATIVA JUANA DE CAICEDO Y CUERO,CALI,OFICIAL,ÚNICA,97,265.0,250.0,15.0,57,53.0,4.0,53,51.0,2.0,52,48.0,4.0,50,48.0,2.0,53,49.0,4.0
3248,191,151530,NUESTRA  SEÑORA DEL CARPINELLO,BUENAVENTURA,NO OFICIAL,MAÑANA,22,265.0,259.0,6.0,56,54.0,2.0,54,53.0,1.0,50,48.0,2.0,53,52.0,1.0,50,53.0,-3.0
3265,192,106393,COLEGIO POLITECNICO SIGLO XXI,CALI,NO OFICIAL,MAÑANA,40,264.6,238.0,26.6,57,50.0,7.0,53,49.0,4.0,51,45.0,6.0,51,47.0,4.0,52,47.0,5.0
3268,193,558213,FRANCISCO DE PAULA SANTANDER,DAGUA,OFICIAL,MAÑANA,8,264.6,208.0,56.6,57,44.0,13.0,53,42.0,11.0,52,38.0,14.0,51,42.0,9.0,49,43.0,6.0
3288,194,562199,LUIS GERARDO SALAMANCA,PALMIRA,OFICIAL,ÚNICA,56,264.6,257.0,7.6,55,54.0,1.0,54,52.0,2.0,51,49.0,2.0,52,51.0,1.0,52,50.0,2.0
3291,195,566034,SAN PEDRO CLAVER,YUMBO,OFICIAL,MAÑANA,18,264.6,245.0,19.6,55,51.0,4.0,53,49.0,4.0,53,48.0,5.0,51,48.0,3.0,52,48.0,4.0
3296,196,18994,SEDE PRINCIPAL INSTITUTO TEC.  INDUSTRIAL C.S.L.,TULUÁ,OFICIAL,MAÑANA,100,264.6,255.0,9.6,55,54.0,1.0,55,53.0,2.0,50,48.0,2.0,52,50.0,2.0,52,47.0,5.0
3298,197,66217,CENTRO DOCENTE PARROQUIAL SAN MARCOS,CALI,NO OFICIAL,MAÑANA,20,264.2,256.0,8.2,56,54.0,2.0,52,52.0,0.0,52,49.0,3.0,51,50.0,1.0,54,50.0,4.0
3316,198,62521,COLEGIO SAN PABLO - SEDE PRINCIPAL,GUADALAJARA DE BUGA,NO OFICIAL,MAÑANA,21,264.2,245.0,19.2,55,53.0,2.0,54,47.0,7.0,51,47.0,4.0,51,48.0,3.0,54,52.0,2.0
3319,199,265165,FRANCISCO DE PAULA SANTANDER,CALI,OFICIAL,TARDE,35,264.2,260.0,4.2,56,56.0,0.0,52,51.0,1.0,50,50.0,0.0,53,51.0,2.0,54,52.0,2.0
3351,200,735597,MARINO RENGIFO SALCEDO,CALI,OFICIAL,ÚNICA,36,264.2,237.0,27.2,55,52.0,3.0,54,47.0,7.0,50,44.0,6.0,52,46.0,6.0,54,48.0,6.0
3371,201,197970,ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,13,263.8,240.0,23.8,59,54.0,5.0,50,47.0,3.0,52,46.0,6.0,49,44.0,5.0,56,51.0,5.0
3382,202,16923,INSTITUCION EDUCATIVA LA MERCED,CALI,OFICIAL,MAÑANA,124,263.8,262.0,1.8,57,57.0,0.0,52,51.0,1.0,51,52.0,-1.0,51,50.0,1.0,53,52.0,1.0
3385,203,143677,JORGE ISAACS,ANSERMANUEVO,OFICIAL,MAÑANA,9,263.8,223.0,40.8,55,48.0,7.0,55,46.0,9.0,51,40.0,11.0,50,45.0,5.0,53,44.0,9.0
3386,204,18424,JOSE MARIA FALLA,EL DOVIO,OFICIAL,MAÑANA,60,263.8,242.0,21.8,56,51.0,5.0,53,50.0,3.0,50,45.0,5.0,53,49.0,4.0,50,45.0,5.0
3387,205,744839,JULIO ARBOLEDA,FLORIDA,OFICIAL,ÚNICA,187,263.8,255.0,8.8,56,55.0,1.0,54,51.0,3.0,49,49.0,0.0,52,50.0,2.0,53,48.0,5.0
3408,206,167528,COLEGIO YIZFRED,CALI,NO OFICIAL,MAÑANA,32,263.5,240.0,23.5,56,51.0,5.0,53,49.0,4.0,51,45.0,6.0,50,47.0,3.0,55,47.0,8.0
3412,207,269407,GUADALAJARA,GUADALAJARA DE BUGA,OFICIAL,MAÑANA,41,263.5,259.0,4.5,55,57.0,-2.0,52,49.0,3.0,52,50.0,2.0,51,51.0,0.0,55,52.0,3.0
3426,208,755033,"INSTITUCION EDUCATIVA TECNICA INDUSTRIAL ANTONIO JOSE
CAMACHO",CALI,OFICIAL,ÚNICA,241,263.5,265.0,-1.5,56,56.0,0.0,54,53.0,1.0,50,51.0,-1.0,51,52.0,-1.0,52,54.0,-2.0
3433,209,100453,PEDRO ANTONIO MOLINA,EL CERRITO,OFICIAL,MAÑANA,80,263.5,244.0,19.5,55,52.0,3.0,54,50.0,4.0,48,45.0,3.0,54,48.0,6.0,52,49.0,3.0
3442,210,183467,CENTRO EDUCATIVO CHAMPAGNATH,BUENAVENTURA,NO OFICIAL,MAÑANA,22,263.1,235.0,28.1,56,50.0,6.0,51,47.0,4.0,52,46.0,6.0,52,45.0,7.0,51,46.0,5.0
3465,211,566133,JOSE ANTONIO GALAN,YUMBO,OFICIAL,MAÑANA,13,263.1,253.0,10.1,53,55.0,-2.0,56,51.0,5.0,47,48.0,-1.0,54,50.0,4.0,54,47.0,7.0
3470,212,36939,SAN PIO X,LA CUMBRE,OFICIAL,MAÑANA,47,263.1,253.0,10.1,55,53.0,2.0,54,53.0,1.0,51,47.0,4.0,51,51.0,0.0,51,47.0,4.0
3478,213,65433,"CENTRO EDUCATIVO TÉCNICO INTEGRAL ""CETI""",JAMUNDÍ,NO OFICIAL,MAÑANA,10,262.7,234.0,28.7,58,51.0,7.0,52,48.0,4.0,50,44.0,6.0,49,46.0,3.0,56,42.0,14.0
3529,214,106385,CENT EDUC COMUNIT OMAR TORRIJOS,CALI,NO OFICIAL,TARDE,43,262.3,247.0,15.3,57,53.0,4.0,52,49.0,3.0,52,48.0,4.0,49,47.0,2.0,52,50.0,2.0
3541,215,74674,COLEGIO TECNICO JUVENIL DEL SUR,CALI,NO OFICIAL,MAÑANA,49,262.3,256.0,6.3,57,55.0,2.0,51,51.0,0.0,50,48.0,2.0,52,51.0,1.0,52,51.0,1.0
3556,216,79210,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO
TAFUR - SEDE PRINCIPAL",CALI,OFICIAL,MAÑANA,64,262.3,250.0,12.3,55,54.0,1.0,54,50.0,4.0,50,47.0,3.0,51,49.0,2.0,52,51.0,1.0
3557,217,89144,INSTITUCION EDUCATIVA VILLACOLOMBIA,CALI,OFICIAL,TARDE,40,262.3,260.0,2.3,56,56.0,0.0,54,53.0,1.0,47,49.0,-2.0,53,50.0,3.0,52,52.0,0.0
3571,218,112474,COL FE Y ESPERANZA MISION PANAMERICANA,CALI,NO OFICIAL,COMPLETA,9,261.9,234.0,27.9,53,49.0,4.0,52,45.0,7.0,51,46.0,5.0,53,46.0,7.0,54,50.0,4.0
3605,219,136333,JOSE ASUNCION SILVA,PALMIRA,OFICIAL,MAÑANA,43,261.9,257.0,4.9,53,54.0,-1.0,56,54.0,2.0,48,48.0,0.0,54,51.0,3.0,48,46.0,2.0
3684,221,36632,INSTITUTO AGRICOLA ZARAGOZA,CARTAGO,OFICIAL,MAÑANA,1,261.2,223.0,38.2,54,49.0,5.0,53,47.0,6.0,53,41.0,12.0,51,43.0,8.0,46,40.0,6.0
3692,222,131243,SOR MARIA JULIANA,CARTAGO,OFICIAL,MAÑANA,143,261.2,256.0,5.2,56,54.0,2.0,53,52.0,1.0,50,48.0,2.0,50,51.0,-1.0,52,51.0,1.0
3702,223,143826,COL MIGUEL ANGEL BUONARROTI,CALI,NO OFICIAL,MAÑANA,22,260.8,273.0,-12.2,55,58.0,-3.0,52,52.0,0.0,49,54.0,-5.0,52,54.0,-2.0,54,56.0,-2.0
3706,224,100727,COLEGIO DEL NIÑO JESUS,TULUÁ,NO OFICIAL,MAÑANA,9,260.8,257.0,3.8,56,53.0,3.0,50,52.0,-2.0,50,50.0,0.0,53,51.0,2.0,51,49.0,2.0
3727,225,723221,LICEO ÁGORA,JAMUNDÍ,NO OFICIAL,ÚNICA,11,260.8,285.0,-24.2,54,62.0,-8.0,51,54.0,-3.0,52,55.0,-3.0,51,56.0,-5.0,54,61.0,-7.0
3760,226,754424,INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES,CALI,OFICIAL,ÚNICA,222,260.4,258.0,2.4,56,56.0,0.0,51,51.0,0.0,50,49.0,1.0,51,50.0,1.0,53,54.0,-1.0
3774,227,138339,COLEGIO NAVAL MALAGA - SEDE PRINCIPAL,BUENAVENTURA,OFICIAL,MAÑANA,7,260.0,269.0,-9.0,52,57.0,-5.0,53,51.0,2.0,50,52.0,-2.0,53,54.0,-1.0,52,57.0,-5.0
3778,228,124990,GRAN COLOMBIA - SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,MAÑANA,42,260.0,250.0,10.0,55,53.0,2.0,54,51.0,3.0,48,47.0,1.0,51,50.0,1.0,52,47.0,5.0
3799,229,158436,"INSTITUCION EDUCATIVA TECNICA DE COMERCIO SIMON
RODRIGUEZ",CALI,OFICIAL,TARDE,82,260.0,264.0,-4.0,56,56.0,0.0,51,52.0,-1.0,49,52.0,-3.0,51,51.0,0.0,55,54.0,1.0
3802,230,630384,INSTITUTO MODERNO DESEPAZ,CALI,NO OFICIAL,MAÑANA,21,260.0,265.0,-5.0,56,59.0,-3.0,51,51.0,0.0,51,52.0,-1.0,50,50.0,0.0,52,52.0,0.0
3847,231,271999,NUESTRA SEÑORA DE LA CONSOLACION,RESTREPO,OFICIAL,MAÑANA,51,259.6,270.0,-10.4,55,57.0,-2.0,51,53.0,-2.0,51,54.0,-3.0,51,53.0,-2.0,51,50.0,1.0
3854,232,270744,SEDE PRESBITERO ANGEL MARIA CAMACHO,JAMUNDÍ,OFICIAL,MAÑANA,101,259.6,264.0,-4.4,54,55.0,-1.0,54,54.0,0.0,49,51.0,-2.0,51,51.0,0.0,51,54.0,-3.0
3860,233,69880,COL CIAL MIX INCANOF,PALMIRA,NO OFICIAL,MAÑANA,5,259.2,275.0,-15.8,55,59.0,-4.0,53,56.0,-3.0,48,54.0,-6.0,50,50.0,0.0,56,59.0,-3.0
3885,234,164780,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,CALI,OFICIAL,TARDE,67,259.2,254.0,5.2,55,56.0,-1.0,51,49.0,2.0,50,48.0,2.0,51,49.0,2.0,53,54.0,-1.0
3903,236,58768,ATENEO COMERCIAL FEMENINO,PRADERA,OFICIAL,TARDE,44,258.8,260.0,-1.2,54,55.0,-1.0,54,54.0,0.0,47,50.0,-3.0,52,51.0,1.0,52,47.0,5.0
3942,237,95083,INSTITUCION EDUCATIVA JORGE ISAACS EL PLACER,EL CERRITO,OFICIAL,MAÑANA,73,258.8,243.0,15.8,53,51.0,2.0,53,50.0,3.0,51,46.0,5.0,51,48.0,3.0,49,47.0,2.0
3945,238,558338,JUAN DEL CORRAL,DAGUA,OFICIAL,MAÑANA,6,258.8,237.0,21.8,54,51.0,3.0,52,44.0,8.0,51,49.0,2.0,53,47.0,6.0,43,43.0,0.0
3947,239,136010,LICEO NAPOLITANO,CALI,NO OFICIAL,COMPLETA,32,258.8,259.0,-0.2,57,54.0,3.0,51,52.0,-1.0,49,49.0,0.0,49,51.0,-2.0,55,56.0,-1.0
3948,240,84160,PRINCIPE DE PAZ,CALI,NO OFICIAL,MAÑANA,13,258.8,246.0,12.8,57,54.0,3.0,52,48.0,4.0,48,46.0,2.0,49,49.0,0.0,55,49.0,6.0
3969,241,629477,COLEGIO  NUESTRA  SEÑORA  DE  LA PROVIDENCIA,CALI,NO OFICIAL,MAÑANA,18,258.5,239.0,19.5,55,52.0,3.0,55,50.0,5.0,47,44.0,3.0,50,45.0,5.0,51,48.0,3.0
3975,242,84673,COLEGIO TECNICO SAN SEBASTIAN,CALI,NO OFICIAL,MAÑANA,16,258.5,254.0,4.5,56,54.0,2.0,50,51.0,-1.0,50,49.0,1.0,49,49.0,0.0,57,52.0,5.0
4002,243,18804,LIC FEM NUESTRA SEÑORA DE CHIQUINQUIRA,ROLDANILLO,OFICIAL,MAÑANA,141,258.5,251.0,7.5,55,54.0,1.0,52,51.0,1.0,49,47.0,2.0,51,49.0,2.0,51,50.0,1.0
4028,244,62364,INST CIAL GRAN COLOMBIA,CANDELARIA,NO OFICIAL,MAÑANA,52,258.1,249.0,9.1,56,54.0,2.0,51,49.0,2.0,50,47.0,3.0,50,48.0,2.0,50,53.0,-3.0
4041,245,19018,LA INMACULADA,VERSALLES,OFICIAL,MAÑANA,29,258.1,255.0,3.1,54,54.0,0.0,52,51.0,1.0,51,50.0,1.0,50,50.0,0.0,50,47.0,3.0
4050,246,111948,SUSANA LOPEZ DE VALENCIA,PALMIRA,OFICIAL,MAÑANA,146,258.1,257.0,1.1,55,56.0,-1.0,52,50.0,2.0,49,49.0,0.0,50,50.0,0.0,53,53.0,0.0
4062,247,744235,GABRIELA MISTRAL,FLORIDA,OFICIAL,MAÑANA,178,257.7,254.0,3.7,56,54.0,2.0,52,53.0,-1.0,49,47.0,2.0,50,50.0,0.0,49,48.0,1.0
4093,248,169458,LICEO SAN JOSÉ,CALI,NO OFICIAL,MAÑANA,41,257.7,259.0,-1.3,56,55.0,1.0,51,52.0,-1.0,49,49.0,0.0,50,49.0,1.0,52,59.0,-7.0
4144,249,66191,PATRICIO SYMES,BUENAVENTURA,NO OFICIAL,MAÑANA,19,257.3,244.0,13.3,54,54.0,0.0,52,49.0,3.0,50,46.0,4.0,49,45.0,4.0,54,52.0,2.0
4152,250,707786,CALIMIO NORTE,CALI,OFICIAL,MAÑANA,70,256.9,250.0,6.9,55,54.0,1.0,53,51.0,2.0,47,45.0,2.0,51,50.0,1.0,50,50.0,0.0
4161,251,111427,COLEGIO EL HOGAR,CALI,NO OFICIAL,COMPLETA,68,256.9,247.0,9.9,55,53.0,2.0,51,48.0,3.0,49,48.0,1.0,50,48.0,2.0,53,52.0,1.0
4163,252,151126,COLEGIO MILITAR TECNICO ALMIRANTE TONO - SEDE PRINCIPAL,BUENAVENTURA,NO OFICIAL,MAÑANA,5,256.9,240.0,16.9,52,48.0,4.0,53,49.0,4.0,49,47.0,2.0,51,49.0,2.0,53,46.0,7.0
4168,253,111450,GIMNASIO DEL DAGUA,DAGUA,OFICIAL,MAÑANA,9,256.9,212.0,44.9,53,46.0,7.0,53,43.0,10.0,50,39.0,11.0,51,42.0,9.0,47,41.0,6.0
4178,254,112011,IE HAROLD EDER,PALMIRA,OFICIAL,MAÑANA,81,256.9,236.0,20.9,54,50.0,4.0,54,48.0,6.0,48,44.0,4.0,50,47.0,3.0,50,47.0,3.0
4191,255,265207,JORGE ELIECER GAITAN,CALI,OFICIAL,MAÑANA,115,256.9,260.0,-3.1,54,56.0,-2.0,50,50.0,0.0,49,50.0,-1.0,52,51.0,1.0,53,55.0,-2.0
4241,256,130195,INSTITUCION EDUCATIVA LA ARBOLEDA CAMPESTRE S.A.S,CANDELARIA,NO OFICIAL,COMPLETA,17,256.5,256.0,0.5,57,56.0,1.0,49,50.0,-1.0,49,49.0,0.0,49,49.0,0.0,55,54.0,1.0
4250,257,18416,SAGRADO CORAZON,EL CERRITO,OFICIAL,MAÑANA,101,256.5,244.0,12.5,55,53.0,2.0,51,48.0,3.0,50,47.0,3.0,50,48.0,2.0,49,46.0,3.0
4272,258,751776,CONCENTRACIÓN RURAL AGRIC HERACLIO URIBE URIBE,SEVILLA,OFICIAL,ÚNICA,64,256.2,247.0,9.2,54,52.0,2.0,53,50.0,3.0,49,47.0,2.0,50,49.0,1.0,48,48.0,0.0
4294,259,739813,INSTITUCION EDUCATIVA SANTO TOMAS  CASD,CALI,OFICIAL,ÚNICA,122,256.2,257.0,-0.8,55,55.0,0.0,51,50.0,1.0,49,50.0,-1.0,50,50.0,0.0,51,52.0,-1.0
4298,260,182089,INSTITUTO TÉCNICO COMERCIAL JUAN PABLO II,PALMIRA,NO OFICIAL,MAÑANA,20,256.2,255.0,1.2,56,55.0,1.0,51,51.0,0.0,49,46.0,3.0,49,51.0,-2.0,51,55.0,-4.0
4305,261,561787,RODRIGO DE BASTIDAS,PALMIRA,OFICIAL,MAÑANA,15,256.2,242.0,14.2,53,50.0,3.0,54,49.0,5.0,47,47.0,0.0,51,47.0,4.0,51,51.0,0.0
4323,262,111930,DOMINGO IRURITA,PALMIRA,OFICIAL,MAÑANA,83,255.8,244.0,11.8,54,52.0,2.0,53,51.0,2.0,48,45.0,3.0,50,48.0,2.0,50,47.0,3.0
4345,263,556738,NUESTRA SEÑORA DE FATIMA - SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,11,255.8,252.0,3.8,53,54.0,-1.0,50,50.0,0.0,51,50.0,1.0,50,48.0,2.0,53,48.0,5.0
4387,264,101758,INSTITUCION EDUCATIVA JUAN DE AMPUDIA,CALI,OFICIAL,MAÑANA,70,255.4,258.0,-2.6,54,55.0,-1.0,52,51.0,1.0,50,50.0,0.0,49,50.0,-1.0,49,53.0,-4.0
4424,266,735530,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,CALI,OFICIAL,ÚNICA,112,255.0,243.0,12.0,54,53.0,1.0,50,49.0,1.0,50,47.0,3.0,50,46.0,4.0,51,48.0,3.0
4432,267,265793,INSTITUCION EDUCATIVA JUAN DE AMPUDIA,CALI,OFICIAL,TARDE,74,255.0,252.0,3.0,55,54.0,1.0,51,51.0,0.0,49,48.0,1.0,49,48.0,1.0,51,51.0,0.0
4433,268,128256,INSTITUCIÓN EDUCATIVA JULIO CAICEDO Y TELLEZ - SEDE PRINCIPAL,CALI,OFICIAL,TARDE,50,255.0,264.0,-9.0,55,57.0,-2.0,51,51.0,0.0,49,51.0,-2.0,48,51.0,-3.0,54,56.0,-2.0
4437,269,48322,INSTITUCIÓN EDUCATIVA SANTA FE,CALI,OFICIAL,MAÑANA,131,255.0,242.0,13.0,55,53.0,2.0,50,46.0,4.0,50,47.0,3.0,49,47.0,2.0,51,49.0,2.0
4448,270,17988,MANUEL DOLORES MONDRAGON,BOLÍVAR,OFICIAL,MAÑANA,49,255.0,244.0,11.0,54,52.0,2.0,52,50.0,2.0,48,45.0,3.0,50,48.0,2.0,51,50.0,1.0
4468,271,136689,COLEGIO EL MUNDO DE DANI,BUENAVENTURA,NO OFICIAL,MAÑANA,28,254.6,227.0,27.6,55,50.0,5.0,51,44.0,7.0,50,42.0,8.0,49,45.0,4.0,47,47.0,0.0
4499,272,268391,"INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO - SEDE
PRINCIPAL",CALI,OFICIAL,TARDE,47,254.6,247.0,7.6,52,51.0,1.0,53,51.0,2.0,49,47.0,2.0,50,49.0,1.0,50,48.0,2.0
4517,273,695122,ALFONSO LOPEZ PUMAREJO,JAMUNDÍ,OFICIAL,ÚNICA,32,254.2,238.0,16.2,53,51.0,2.0,52,49.0,3.0,49,44.0,5.0,50,47.0,3.0,49,45.0,4.0
4526,274,43406,COL COOPERATIVO TECNICO INDUSTRIAL JOSÉ ANTONIO GALAN,YUMBO,NO OFICIAL,COMPLETA,37,254.2,261.0,-6.8,54,55.0,-1.0,50,52.0,-2.0,49,50.0,-1.0,50,52.0,-2.0,52,52.0,0.0
4556,275,62257,INST ROJAS ORJUELA,BUGALAGRANDE,NO OFICIAL,MAÑANA,13,254.2,243.0,11.2,53,54.0,-1.0,49,48.0,1.0,48,45.0,3.0,52,47.0,5.0,55,50.0,5.0
4568,277,189415,INSTITUTO TECNICO LATINOAMERICANO I,CALI,NO OFICIAL,TARDE,35,254.2,256.0,-1.8,57,58.0,-1.0,49,52.0,-3.0,50,51.0,-1.0,49,45.0,4.0,46,48.0,-2.0
4569,278,694828,JOSE HOLGUIN GARCES,CALI,OFICIAL,ÚNICA,24,254.2,262.0,-7.8,53,55.0,-2.0,49,52.0,-3.0,49,51.0,-2.0,52,52.0,0.0,52,52.0,0.0
4570,279,18903,JULIAN TRUJILLO,TRUJILLO,OFICIAL,MAÑANA,56,254.2,258.0,-3.8,54,56.0,-2.0,51,53.0,-2.0,50,49.0,1.0,49,49.0,0.0,49,49.0,0.0
4574,280,105874,ROSA ZARATE DE PEÑA,YUMBO,OFICIAL,MAÑANA,33,254.2,234.0,20.2,55,50.0,5.0,52,47.0,5.0,48,45.0,3.0,49,46.0,3.0,49,45.0,4.0
4588,281,631689,COL. GENERAL PEDRO ALCÁNTARA HERRÁN - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,15,253.8,261.0,-7.2,55,57.0,-2.0,49,48.0,1.0,49,53.0,-4.0,50,49.0,1.0,51,58.0,-7.0
4597,282,149633,FRANCISCO DE PAULA SANTANDER,LA CUMBRE,OFICIAL,MAÑANA,25,253.8,245.0,8.8,54,53.0,1.0,47,47.0,0.0,52,50.0,2.0,50,46.0,4.0,51,49.0,2.0
4607,283,268383,"INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,56,253.8,242.0,11.8,53,52.0,1.0,51,48.0,3.0,50,47.0,3.0,49,47.0,2.0,51,48.0,3.0
4611,284,161372,INSTITUTO DE EDUACCION COMFENALCO VALLLE,CALI,NO OFICIAL,MAÑANA,7,253.8,265.0,-11.2,57,56.0,1.0,48,52.0,-4.0,49,53.0,-4.0,48,51.0,-3.0,54,53.0,1.0
4616,286,18812,NORMAL SUPERIOR JORGE ISAACS,ROLDANILLO,OFICIAL,MAÑANA,118,253.8,252.0,1.8,54,54.0,0.0,50,49.0,1.0,50,50.0,0.0,49,49.0,0.0,51,49.0,2.0
4621,287,695163,SIXTO MARIA ROJAS,JAMUNDÍ,OFICIAL,ÚNICA,23,253.8,220.0,33.8,53,48.0,5.0,52,44.0,8.0,50,42.0,8.0,49,43.0,6.0,48,42.0,6.0
